Start Year,Total Deaths,Total Affected,CPI,Start Month,End Month,End Year,Frequency
1980.0,39019.911022001725,102686228.17464162,5413.404662147395,6.606741573033708,6.606741573033708,1980.1797752808989,178
1981.0,133867.972002345,68149383.69817373,6067.244338508646,6.458563535911602,6.458563535911602,1981.1049723756905,181
1982.0,33641.51320490076,182312273.43640766,7025.453951454179,6.146464646464646,6.146464646464646,1982.121212121212,198
1983.0,498400.5350866335,158968705.03384173,9517.518687951024,6.676923076923077,6.676923076923077,1983.0576923076924,260
1984.0,39262.05485420538,114038708.77207567,8469.45367155041,6.819004524886878,6.819004524886878,1984.0045248868778,221
1985.0,78876.81792988765,77974680.42979643,9963.930478897875,6.099601593625498,6.099601593625498,1985.0079681274901,251
1986.0,29588.14569573313,101226542.42318518,11164.312862453535,6.5144927536231885,6.5144927536231885,1986.0,276
1987.0,52353.589515858825,484838521.32944953,16437.63236387492,6.836734693877551,6.836734693877551,1987.0102040816328,392
1988.0,88319.99687713219,313331314.06768346,17413.413995189167,6.491228070175438,6.491228070175438,1988.015037593985,399
1989.0,47046.30993744835,294660664.4570269,18848.701788760132,6.206310679611651,6.206310679611651,1989.0242718446602,412
1990.0,93340.48127725236,241334658.15520063,23434.335482178,5.8539094650205765,5.8539094650205765,1990.030864197531,486
1991.0,268108.9027836475,404272000.8529816,25319.217493986467,6.095238095238095,6.095238095238095,1991.029761904762,504
1992.0,48798.44279485073,155130810.49708712,19825.822331073723,6.067885117493472,6.067885117493472,1992.0287206266319,383
1993.0,51409.84078365392,247906918.28899652,23457.112967417448,6.331818181818182,6.331818181818182,1993.0,440
1994.0,54149.30797719877,348963359.973555,24503.43972884322,6.65625,6.65625,1994.0111607142858,448
1995.0,672385.1485548255,305300213.3158343,25699.989109993447,6.733041575492341,6.733041575492341,1995.0306345733043,457
1996.0,57867.89784242855,303435907.15480787,27900.428235294097,6.780082987551867,6.780082987551867,1996.0269709543568,482
1997.0,60699.394817397246,164779233.62466452,31098.5263503171,6.653333333333333,6.653333333333333,1997.04,525
1998.0,94724.41415746225,420901363.00039274,35071.77054887385,6.433962264150943,6.433962264150943,1998.0222984562606,583
1999.0,131373.86210622225,379549033.5709891,44075.30310955614,6.841004184100418,6.841004184100418,1999.0460251046024,717
2000.0,77015.91502887677,287776458.27577406,56872.69311174283,6.644692737430168,6.644692737430168,2000.0212290502793,895
2001.0,94626.2138424768,222520500.27577403,50442.89943581894,6.541450777202073,6.541450777202073,2001.0336787564768,772
2002.0,113331.06570940865,778746757.1684232,57552.126122895315,6.434832756632065,6.434832756632065,2002.0161476355247,867
2003.0,155667.33163673215,343098014.6155747,51146.03325606821,6.334217506631299,6.334217506631299,2003.0344827586207,754
2004.0,288968.16856086307,251503576.04745695,52767.77671550402,6.66446499339498,6.66446499339498,2004.015852047556,757
2005.0,188407.01637457852,286130928.0610722,61974.31808440849,6.52906976744186,6.52906976744186,2005.0523255813953,860
2006.0,77839.9507760298,211869013.7856909,56720.14911874044,6.258191349934469,6.258191349934469,2006.0183486238532,763
2007.0,50485.01187977686,318536390.12135893,55698.786223485666,6.7651098901098905,6.7651098901098905,2007.0288461538462,728
2008.0,282494.0156227475,297723013.973555,52282.248292149576,6.6109422492401215,6.6109422492401215,2008.0562310030396,658
2009.0,81036.60788016122,279787120.91987956,49010.278915372866,6.69951534733441,6.69951534733441,2009.043618739903,619
2010.0,364940.585088499,348326040.5549339,53915.132569429246,6.652238805970149,6.652238805970149,2010.0358208955224,670
2011.0,87591.14106564467,291305637.5776003,50204.88528318394,6.547107438016529,6.547107438016529,2011.0297520661156,605
2012.0,37980.87403388997,200935946.28899652,47698.10620599172,6.396092362344582,6.396092362344582,2012.0177619893427,563
2013.0,55861.988357146554,174487575.97355503,46940.67015963265,6.565934065934066,6.565934065934066,2013.0238095238096,546
2014.0,51023.84174106455,215961655.31583425,47789.364915810256,6.343692870201097,6.343692870201097,2014.056672760512,547
2015.0,71704.04159041686,503990105.02723044,52918.79081565709,6.459504132231405,6.459504132231405,2015.0578512396694,605
2016.0,64675.42524552261,278010514.68495125,47474.2672206429,6.5111940298507465,6.5111940298507465,2016.0373134328358,536
2017.0,56098.43829183467,170851585.79230216,48938.957008528356,6.720887245841035,6.720887245841035,2017.0240295748613,541
2018.0,76979.34205323707,162650658.60443804,46145.07657992565,6.118473895582329,6.118473895582329,2018.0461847389558,498
2019.0,46299.366477845695,188730537.89304182,57455.23848677023,6.446633825944171,6.446633825944171,2019.031198686371,609
2020.0,55924.946977615014,155871609.6110493,48047.66735184783,6.313492063492063,6.313492063492063,2020.0099206349207,504
2021.0,66686.28358213311,149991058.98016626,57891.0259348349,6.272884283246977,6.272884283246977,2021.013816925734,579
